signal_id,symbol,signal_dir,adx_14,rsi_14,macd,atr_14,h1_adx,h1_trend_strength,plus_di,minus_di,er,bbw,bbw_pct,hurst,mm,ema20_dist_atr,body_ratio,pullback_depth,atr_pct,spread_num,spread_atr,donchian_q,dev_z_ema20,dev_z_ema60,dev_z_ema200,macd_slope3,body_wick_ratio,extreme_reversal,di_ratio,di_net,spread_atr_log,close_mom_atr,trend_aligned,session_asia,session_eu,session_us,event_proximity_min,macro_risk_score,sentiment_risk_score,ds_fake_prob,ds_sl_coeff,ds_continuity
1516615,XAUUSD,SELL,13.086123942912,41.17409382626034,-0.501366183736554,4.711447038995188,25.9421386360568,0.259421386360568,18.05532363235853,23.49229672805245,0.3043193717277688,0.007010143064909669,4.166666666666666,0.7418701555796336,0.9075882567203061,0.7533915594893295,0.1692307692307477,4.113385938459639,2.5,20.0,4.244980328647694,0.2637670992634296,-0.5686332905798168,-1.5832202064438798,-0.5624477550037094,0.1543773104847595,64.70000000036471,0.0,0.7685635454380623,-0.13086123627945137,1.6572714913450775,0.8659759870441142,0.0,0,1,0,25884.58646101667,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,58
1516619,XAUUSD,SELL,9.519190344401137,41.945938197435346,0.03673838665082041,4.687574232602974,23.05074322940372,0.23050743229403722,20.345008401176777,24.625872117282086,0.0013026487190511526,0.005908020327325435,6.666666666666667,0.7536702343634242,0.3115301923410031,0.587602007041428,0.13636363636366322,3.703408018428286,5.0,20.0,4.266599099571838,0.31778323395301056,-0.34136756972291477,-1.2004265449322757,-0.4058080299665976,0.3134473845256843,3.9444444444412445,0.0,0.8261639416512278,-0.09519190132726606,1.661384822087296,1.6362407546858155,0.0,0,1,0,25874.989783166668,15.0,15.0,0.419999999999999984456877655247808434069156646728515625,1.1999999999999999555910790149937383830547332763671875,58
1516627,XAUUSD,BUY,56.76754463345279,71.95068319136742,2.7138873047818075,6.289977896707064,22.652269173858,0.22652269173857997,41.0041638311877,11.307893396042452,0.7500807232806399,0.006574266231791221,5.833333333333333,0.7502074746007069,0.9966001449463989,2.7082350801480493,0.4837398373983572,1.198732352294483,0.8333333333333334,20.0,3.179661411921721,0.8057029177718932,2.0960761902804155,1.3691621202243132,1.167169222724211,1.6172551722303696,0.9876733436055578,0.0,3.626153764359382,0.567675435482815,1.4302302413232286,3.565990273470112,1.0,0,1,0,25834.921993816668,15.0,15.0,0.61999999999999999555910790149937383830547332763671875,1.1999999999999999555910790149937383830547332763671875,55
1516631,XAUUSD,BUY,56.76754463345281,65.72118728719246,2.927318701102932,6.071562574201487,27.35182242594504,0.27351822425945044,36.62749665583309,10.10092119554545,0.5925925925926182,0.008370858498351596,0.8333333333333334,0.7455332163950783,0.9968605084987902,1.79160217711375,0.7506849315069265,1.8117247192246364,2.5,20.0,3.2940449440447934,0.7874743326488773,1.745458811658134,2.052172751365745,1.8065596329888438,1.9839078338251952,6.5844155844102925,0.0,3.626153726041567,0.5676754341861298,1.4572291661099632,2.760409663109423,1.0,0,1,0,25824.604695583334,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,68
1516633,XAUUSD,BUY,61.3378722835991,71.33081145210829,3.154438347914264,6.28430810461568,29.779397415777474,0.29779397415777475,37.815502826175994,9.061900837241668,0.65852417302802,0.009562398791167577,0.8333333333333334,0.738424371503623,0.9919001258944936,2.5954948049431,0.7878453038673996,0.6126370534206809,1.6666666666666667,20.0,3.182530147640352,0.7176591375770023,1.1841340439129904,1.5775415381402131,1.5130461055761353,1.4095544808466451,0.332116788321031,0.0,4.173020576184764,0.6133787097512495,1.4309163618959846,4.242312686804566,1.0,0,1,0,25818.987393966665,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,65
1516636,XAUUSD,BUY,66.86712188859974,68.93593134849445,3.520765328546985,7.036390271807767,37.60776514583552,0.3760776514583552,40.40606618142633,8.022966121775212,0.5500741839762577,0.012429828368907212,0.8333333333333334,0.7298400832694506,0.8957137845157277,2.24713975126163,0.5561797752808936,1.341596988703457,0.8333333333333334,20.0,2.8423665014904955,0.9300198807157154,1.7557026297579907,3.143531637245002,3.323278887528187,1.011700912126448,0.7920277296359381,0.0,5.03629960937517,0.6686712050787589,1.3460884532091169,1.3415969887035863,1.0,0,1,0,25804.63720695,15.0,15.0,0.81999999999999995115018691649311222136020660400390625,1.1999999999999999555910790149937383830547332763671875,78
1516643,XAUUSD,BUY,60.582074444814275,64.81346570362504,2.1076987984185394,6.826672531764494,42.57464568684905,0.42574645686849055,33.345203294967924,8.185214605353016,0.35688405797102063,0.013250934463598828,1.6666666666666667,0.7621817833859473,-0.14827817490641768,1.5699351560337298,0.07623318385653424,1.4999987112832909,3.3333333333333335,20.0,2.92968498297524,0.8021868787276385,0.8307264300802022,1.8574281777473367,2.5146189967933124,0.27640794886723696,0.5870535714288561,0.0,4.073833225988651,0.6058207298607449,1.36855926566467,0.7250970332863452,1.0,0,1,0,25789.98901361667,15.0,15.0,0.81999999999999995115018691649311222136020660400390625,1.1999999999999999555910790149937383830547332763671875,78
1516645,XAUUSD,BUY,47.643179484595656,64.65737498164063,1.5635497254309936,6.745481636638431,42.93668381525952,0.4293668381525952,31.33608903609019,11.112318192040034,0.22960969044416524,0.01308451941177597,3.3333333333333335,0.770206787960776,-0.7661614610524053,1.4227600028264298,0.01581722319846087,1.5343604145007077,5.0,20.0,2.964947660871089,0.7964214711729674,0.7349207664885473,1.7132384763054949,2.4555453279247734,0.1393155127722061,12.117647058818022,0.0,2.8199414086788317,0.4764317836221719,1.3774926547149677,-0.16751954283909787,1.0,0,1,0,25784.754097433335,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,78
1516647,XAUUSD,BUY,49.5670890962037,63.270028861057995,1.0259608024682887,6.6415186625928255,43.41028419246982,0.43410284192469817,31.080468595211453,10.480103029232009,0.22335297268345242,0.012766600842282594,4.166666666666666,0.7756610709543854,-0.27006106554249376,1.1807169582009986,0.17958412098295362,1.6984067309081494,5.833333333333333,20.0,3.011359451964872,0.7942345924453397,0.6662334587769478,1.6000739336237486,2.408600626617602,-0.03831166014832678,62.222222222754446,0.0,2.9656641297184776,0.4956708790355678,1.3891301993183103,-1.1684074673624032,1.0,0,1,0,25779.502476233334,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.149999999999999911182158029987476766109466552734375,78
1516649,XAUUSD,BUY,44.41561108900319,64.10831105063738,0.6376656132555798,6.437838758121907,43.482093256507916,0.43482093256507914,29.773519606344195,11.459584462986376,0.3374578177727832,0.012271408028918107,5.833333333333333,0.7779591948088305,-0.643064340514232,1.2341713601662974,0.24802110817931633,1.6061290735117146,7.5,20.0,3.1066326373533695,0.775745526838972,0.557737459737248,1.4313888742810201,2.286746821442865,-0.11395699031573912,4.568421052632607,0.0,2.5981323410441406,0.4441561001181992,1.4126033830441744,-0.1397984686809864,1.0,0,1,0,25773.98660941667,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,78
1516651,XAUUSD,BUY,45.85900407346322,65.23546840536548,0.3809918497299254,6.277278846827457,43.651872600576155,0.4365187260057615,29.40084849074817,10.91321875180638,0.20539629005059765,0.01168094087349019,7.5,0.7791705819812262,0.13461299734729343,1.3239170633885355,0.27923627684968605,1.4496727359178259,10.0,20.0,3.1860939250943137,0.7944333996023836,0.5877027385924887,1.4314608872720829,2.352715342111919,-0.15367388647155122,3.031914893618699,0.0,2.6940581386058575,0.45859002935919774,1.4317680616828112,-0.5862412822172552,1.0,0,1,0,25769.988482666668,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.149999999999999911182158029987476766109466552734375,78
1516653,XAUUSD,BUY,46.717404359069675,62.75370142883155,0.04773323554905051,6.097473214911161,43.870839154754265,0.43870839154754265,28.726714558579957,10.43253131831065,0.052924791086345936,0.01079014604391703,9.166666666666666,0.7785325137007627,-0.0507934142828803,1.0179965057649558,0.3829787234044612,1.7302249027024046,11.666666666666666,20.0,3.280047208914455,0.8190854870775462,0.6455552568717451,1.4543015919800513,2.4468189416996475,-0.16231856672298708,2.5811965811960165,0.0,2.7535706271583065,0.4671740316605888,1.453964039653074,-0.09840141626749331,1.0,0,1,0,25764.8204995,15.0,15.0,0.81999999999999995115018691649311222136020660400390625,1.100000000000000088817841970012523233890533447265625,78
1516657,XAUUSD,BUY,52.10269260257265,67.44984016548239,0.032783114151417436,5.951800884285662,44.92561056361729,0.4492561056361729,29.26494016618506,9.215562269956658,0.2118598382748972,0.008920258667124521,11.666666666666666,0.7767514373424805,0.7490209879797879,1.5593601600133284,0.21657754010682834,0.925770217640863,14.166666666666666,20.0,3.360327468750731,0.873359840954277,0.8511469291560456,1.5193158161505333,2.643454998177832,-0.13227049149465878,0.4439461883409096,0.0,3.1755997228721426,0.5210269124857029,1.4725471620521504,0.8131992474375485,1.0,0,1,0,25753.98598655,15.0,15.0,0.81999999999999995115018691649311222136020660400390625,1.1999999999999999555910790149937383830547332763671875,78
1516666,XAUUSD,BUY,43.89826270496214,58.59054121147791,-0.6505567318278702,5.421828341109924,47.11472017572201,0.47114720175722014,25.663779239443723,10.00555930158196,0.16019682886824227,0.004090789762034951,39.166666666666664,0.7524374119943729,-0.48037536954249427,0.49901854551069796,0.578602620087266,1.5400708902359113,19.166666666666668,20.0,3.6887925514635014,0.8874751491053711,1.1066099664938516,1.1674735868511272,2.433878166698712,-0.25384616072721283,3.2674418604668256,1.0,2.5649517334262706,0.4389826147426196,1.5451750975982674,-0.36519046259480614,1.0,0,1,0,25728.98559526667,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.25,68
1516668,XAUUSD,BUY,37.23860432213414,63.75196397517473,-0.60906405756519,5.507412031030636,46.409283329037166,0.46409283329037165,23.460330276899203,10.728782025397027,0.29863013698629226,0.0030023866042576354,59.166666666666664,0.7449676885341324,0.11032420253214811,1.191954407781615,0.6858006042296131,0.6899792458943851,18.333333333333332,20.0,3.6314697152334316,0.8339960238568703,0.5986871372295489,0.9286128419888791,2.149526294598252,-0.8379322473236901,0.7283018867926626,0.0,2.186672078404814,0.3723860323293934,1.5328742508226905,0.310490660652465,1.0,0,1,0,25724.98780103333,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.149999999999999911182158029987476766109466552734375,78
1516670,XAUUSD,BUY,42.94881351808394,66.33425255312609,-0.44202638913073855,5.383311171671336,46.16210691396908,0.4616210691396908,25.537577504006673,10.1921034573201,0.3396388650042804,0.0028443922801673557,63.33333333333333,0.7358158419920414,0.16928848393576132,1.5402725670613249,0.6896551724138097,0.2229111343803778,20.833333333333336,20.0,3.7151855730068597,0.9244532803180882,1.9787646389756723,1.1905532476762026,2.514802790265973,-0.9967567376848852,0.45814977973567045,0.0,2.5056236041287097,0.42948812316035356,1.5507882733187324,0.5962872844676077,1.0,0,1,0,25719.905237000003,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,68
1516673,XAUUSD,BUY,35.02851964200373,63.40987549621055,-0.38158871359080493,5.077089734757413,45.309004286172,0.45309004286172,24.74558283536789,11.906796826313904,0.20347155255547175,0.003200737207811829,54.166666666666664,0.7124593055413443,0.5991946082368691,1.1492816665648355,0.4869358669834119,0.5337703569522436,23.333333333333332,20.0,3.9392646269537748,0.9932699920823408,2.450473569884174,1.2987757210581667,2.7299762572389303,0.016168460152297705,0.6504065040654193,0.0,2.0782735372125325,0.35028518686308113,1.5972164591784102,0.5219525630714826,1.0,0,0,1,25709.57309228333,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,68
1516675,XAUUSD,BUY,35.455413041956895,65.50919924855636,-0.34187989855649104,5.010154753703336,44.60517634015664,0.4460517634015664,23.513132838623818,11.204022143349029,0.2432432432432725,0.0033826293175984617,49.166666666666664,0.6957173131788424,0.9260183060511996,1.4058601661264494,0.4758454106280432,0.18362706248146127,24.166666666666668,20.0,3.9918926626401467,0.946716476602438,1.6493950456612723,1.1047192270831836,2.50917508148257,-0.07090416791735772,1.0536585365852014,0.0,2.098633012248084,0.35455412020691995,1.6078151289609874,1.0897866969007675,1.0,0,0,1,25703.989731983333,15.0,15.0,0.7199999999999999733546474089962430298328399658203125,1.1999999999999999555910790149937383830547332763671875,68
1516683,XAUUSD,BUY,20.195352658468664,60.14834896961332,-0.8005586299653951,4.408619062904005,40.943447865461714,0.40943447865461713,20.50209311842763,13.612525566844981,0.16210045662102565,0.0032100396423907305,57.49999999999999,0.7032027463386387,-0.15079322500385095,0.631560069110418,0.1077586206896687,0.9141184444602797,39.166666666666664,20.0,4.536567962582319,0.926616191030873,0.8921723069849269,0.8790295296271718,2.3677622790531974,-0.965873727120171,2.879999999999806,1.0,1.5061196037158198,0.20195352066483385,1.7113748074500186,-0.6124366749485719,1.0,0,0,1,25684.7566864,15.0,15.0,0.81999999999999995115018691649311222136020660400390625,1.100000000000000088817841970012523233890533447265625,72
