position_id,account_id,order_id,client_id,mt5_ticket,symbol,direction,open_price,current_price,lot,sl,tp,float_profit,trail_state,open_time,snapshot_time,updated_at,status
338,1,,,353380150,XAUUSD,SELL,4026.46000,4025.49000,0.01,4026.46000,4013.93000,0.97,"{""sl_history"": [{""sl"": 4033.73, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:39:15Z"", ""reason"": ""breakeven""}, {""sl"": 4026.46, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:41:11Z"", ""reason"": ""breakeven""}], ""current_tier"": ""tier1"", ""last_sl_move_time"": ""2026-07-14T07:41:32Z""}",2026-07-14 10:39:53+00,2026-07-14 07:41:32.596431+00,2026-07-14 08:01:07.52551+00,closed
339,1,,,353380158,XAUUSD,SELL,4026.50000,4025.49000,0.01,4026.50000,4013.86000,1.01,"{""sl_history"": [{""sl"": 4033.66, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:39:15Z"", ""reason"": ""breakeven""}, {""sl"": 4026.5, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:41:11Z"", ""reason"": ""breakeven""}], ""current_tier"": ""tier1"", ""last_sl_move_time"": ""2026-07-14T07:41:32Z""}",2026-07-14 10:39:54+00,2026-07-14 07:41:32.600393+00,2026-07-14 08:01:07.52551+00,closed
182,1,,,353359550,XAUUSD,SELL,4025.30000,4025.87000,0.01,4026.10000,4013.97000,-0.57,"{""sl_history"": [{""sl"": 4031.76, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:14:25Z"", ""reason"": ""breakeven""}, {""sl"": 4026.53, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:14:26Z"", ""reason"": ""breakeven""}, {""sl"": 4026.1, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:14:32Z"", ""reason"": ""breakeven""}], ""current_tier"": ""tier1"", ""last_sl_move_time"": ""2026-07-14T07:14:42Z""}",2026-07-14 10:15:07+00,2026-07-14 07:14:42.762029+00,2026-07-14 08:01:07.52551+00,closed
166,1,,,353292287,XAUUSD,BUY,4032.44000,4026.24000,0.01,4025.64000,4044.20000,-6.20,"{""sl_history"": [{""sl"": 4025.64, ""tier"": ""tier1"", ""time"": ""2026-07-14T05:59:23Z"", ""reason"": ""breakeven""}], ""current_tier"": ""tier1"", ""last_sl_move_time"": ""2026-07-14T06:25:31Z""}",2026-07-14 09:00:06+00,2026-07-14 06:25:31.137956+00,2026-07-14 08:01:07.52551+00,closed
172,1,,,353300348,XAUUSD,BUY,4030.93000,4024.81000,0.01,4024.58000,4042.32000,-6.12,"{""sl_history"": [{""sl"": 4024.58, ""tier"": ""tier1"", ""time"": ""2026-07-14T06:14:26Z"", ""reason"": ""breakeven""}], ""current_tier"": ""tier1"", ""last_sl_move_time"": ""2026-07-14T06:26:46Z""}",2026-07-14 09:15:05+00,2026-07-14 06:26:46.769722+00,2026-07-14 08:01:07.52551+00,closed
361,1,,,353380279,XAUUSD,SELL,4026.49000,4025.53000,0.01,4026.49000,4013.95000,0.96,"{""sl_history"": [{""sl"": 4033.75, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:39:19Z"", ""reason"": ""breakeven""}, {""sl"": 4026.49, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:41:11Z"", ""reason"": ""breakeven""}], ""current_tier"": ""tier1"", ""last_sl_move_time"": ""2026-07-14T07:41:32Z""}",2026-07-14 10:40:01+00,2026-07-14 07:41:32.652206+00,2026-07-14 08:01:07.52551+00,closed
362,1,,,353380283,XAUUSD,SELL,4026.51000,4025.53000,0.01,4026.51000,4013.89000,0.98,"{""sl_history"": [{""sl"": 4033.69, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:39:19Z"", ""reason"": ""breakeven""}, {""sl"": 4026.51, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:41:11Z"", ""reason"": ""breakeven""}], ""current_tier"": ""tier1"", ""last_sl_move_time"": ""2026-07-14T07:41:32Z""}",2026-07-14 10:40:01+00,2026-07-14 07:41:32.657727+00,2026-07-14 08:01:07.52551+00,closed
211,1,,,353379380,XAUUSD,SELL,4028.26000,4025.49000,0.01,4026.11000,4015.69000,2.77,"{""sl_history"": [{""sl"": 4035.49, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:38:46Z"", ""reason"": ""breakeven""}, {""sl"": 4028.26, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:39:01Z"", ""reason"": ""breakeven""}, {""sl"": 4027.91, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:39:08Z"", ""reason"": ""lock_profit""}, {""sl"": 4027.78, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:39:15Z"", ""reason"": ""lock_profit""}, {""sl"": 4027.36, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:40:24Z"", ""reason"": ""lock_profit""}, {""sl"": 4026.99, ""tier"": ""tier3"", ""time"": ""2026-07-14T07:40:42Z"", ""reason"": ""trail""}, {""sl"": 4026.95, ""tier"": ""tier3"", ""time"": ""2026-07-14T07:41:11Z"", ""reason"": ""trail""}, {""sl"": 4026.11, ""tier"": ""tier3"", ""time"": ""2026-07-14T07:41:32Z"", ""reason"": ""trail""}], ""current_tier"": ""tier3"", ""last_sl_move_time"": ""2026-07-14T07:41:32Z""}",2026-07-14 10:39:25+00,2026-07-14 07:41:32.353698+00,2026-07-14 08:01:07.52551+00,closed
214,1,,,353379432,XAUUSD,SELL,4028.07000,4025.49000,0.01,4026.00000,4015.55000,2.58,"{""sl_history"": [{""sl"": 4035.35, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:38:46Z"", ""reason"": ""breakeven""}, {""sl"": 4028.07, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:39:08Z"", ""reason"": ""breakeven""}, {""sl"": 4027.79, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:39:15Z"", ""reason"": ""lock_profit""}, {""sl"": 4027.38, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:40:24Z"", ""reason"": ""lock_profit""}, {""sl"": 4027.0, ""tier"": ""tier3"", ""time"": ""2026-07-14T07:40:42Z"", ""reason"": ""trail""}, {""sl"": 4026.95, ""tier"": ""tier3"", ""time"": ""2026-07-14T07:41:11Z"", ""reason"": ""trail""}, {""sl"": 4026.0, ""tier"": ""tier3"", ""time"": ""2026-07-14T07:41:32Z"", ""reason"": ""trail""}], ""current_tier"": ""tier3"", ""last_sl_move_time"": ""2026-07-14T07:41:32Z""}",2026-07-14 10:39:27+00,2026-07-14 07:41:32.365264+00,2026-07-14 08:01:07.52551+00,closed
217,1,,,353379451,XAUUSD,SELL,4027.73000,4025.49000,0.01,4026.68000,4015.50000,2.24,"{""sl_history"": [{""sl"": 4035.3, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:38:46Z"", ""reason"": ""breakeven""}, {""sl"": 4027.73, ""tier"": ""tier1"", ""time"": ""2026-07-14T07:39:08Z"", ""reason"": ""breakeven""}, {""sl"": 4027.41, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:40:24Z"", ""reason"": ""lock_profit""}, {""sl"": 4027.11, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:40:42Z"", ""reason"": ""lock_profit""}, {""sl"": 4026.94, ""tier"": ""tier2"", ""time"": ""2026-07-14T07:41:11Z"", ""reason"": ""lock_profit""}, {""sl"": 4026.68, ""tier"": ""tier3"", ""time"": ""2026-07-14T07:41:32Z"", ""reason"": ""trail""}], ""current_tier"": ""tier3"", ""last_sl_move_time"": ""2026-07-14T07:41:32Z""}",2026-07-14 10:39:28+00,2026-07-14 07:41:32.375908+00,2026-07-14 08:01:07.52551+00,closed
